codi;municipi;comarca;any;Lloguer_Mitja;Població;Poblacio_Estrangera_Total;Percentatge_Poblacio_Estrangera;Preu / m2 Habitatge total;Compres totals;Rati_VPO;Rati_Obra_Nova;RFDB_Nominal;IPC_Index;Lloguer_Real;RFDB_Real;Tasa_Esforç_Lloguer;Preu_Vivenda_Mig;Anys_Salari_Compra;Tasa_Esforç_Compra;provincia;distancia_km;costa
08230;Premià de Dalt;Maresme;2023;928,6167742;105263;10600;10,07;2526,38;80;0,00000000000000e+00;1,12500000000000e+01;23552;94,9;978,521363751317;24817,7028451001;47,3140340115489;227374,2;9,65413552989130;43,9497628203827;Barcelona;24;0
08231;Sant Pere de Ribes;Garraf;2023;814,7794619;316945;51250;16,17;2696,97;433;0,00000000000000e+00;1,08545034642032e+01;17972;94,9;858,566345521602;18937,8292939937;54,4032580836857;242727,3;13,50585911417761;61,4844594749845;Barcelona;42;0
08234;Sant Pere de Vilamajor;Vallès Oriental;2023;962,6513793;48544;3000;6,18;NA;NA;NA;NA;19448;94,9;1014,385015068493;20493,1506849315;59,3984808288770;NA;NA;NA;Barcelona;46;0
08235;Sant Pol de Mar;Maresme;2023;861,0680000;57728;7470;12,94;3269,62;70;0,00000000000000e+00;1,42857142857143e+01;20677;94,9;907,342465753425;21788,1981032666;49,9725105189341;294265,8;14,23155196595251;64,7881243776786;Barcelona;48;1
08238;Sant Quirze del Vallès;Vallès Occidental;2023;938,5551553;201852;11990;5,94;2690,54;122;0,00000000000000e+00;1,06557377049180e+01;24946;94,9;988,993841201264;26286,6174920969;45,1481674961918;242148,6;9,70691092760362;44,1900190509925;Barcelona;25;0
08240;Sant Sadurní d'Anoia;Alt Penedès;2023;603,1355556;129437;11960;9,24;1909,34;108;0,00000000000000e+00;2,31481481481481e+01;19542;94,9;635,548530663857;20592,2023182297;37,0362637764814;171840,6;8,79339883328216;40,0313204544511;Barcelona;42;0
08244;Santa Coloma de Cervelló;Baix Llobregat;2023;913,2926984;83742;3760;4,49;2803,84;73;0,00000000000000e+00;2,60273972602740e+01;21199;94,9;962,373760168598;22338,2507903056;51,6982517137601;252345,6;11,90365583282230;54,1905434130461;Barcelona;18;0
08245;Santa Coloma de Gramenet;Barcelonès;2023;686,7460685;1191987;266290;22,34;2160,61;1231;0,00000000000000e+00;2,03086921202275e+03;15925;94,9;723,652337723920;16780,8219178082;51,7485263547881;194454,9;12,21066875981162;55,5881978464435;Barcelona;9;0
08248;Santa Eulàlia de Ronçana;Vallès Oriental;2023;903,8232143;78509;3580;4,56;1638,90;63;0,00000000000000e+00;2,22222222222222e+01;19397;94,9;952,395378609062;20439,4099051633;55,9152372614322;147501,0;7,60432025570965;34,6181251147645;Barcelona;38;0
08250;Santa Margarida de Montbui;Anoia;2023;459,6694483;104194;12670;12,16;906,68;91;2,19780219780220e+00;1,09890109890110e+01;13469;94,9;484,372442887250;14192,8345626976;40,9535479961393;81601,2;6,05844531888039;27,5806398201713;Barcelona;66;0
08251;Santa Margarida i els Monjos;Alt Penedès;2023;544,8526316;76307;9630;12,62;1286,42;62;1,61290322580645e+00;2,25806451612903e+01;18332;94,9;574,133436880927;19317,1759747102;35,6656752083788;115777,8;6,31561204451233;28,7513729802583;Barcelona;52;0
08252;Barberà del Vallès;Vallès Occidental;2023;756,7937795;333647;28360;8,50;2311,14;379;1,31926121372032e+00;2,48021108179420e+01;19180;94,9;797,464467334036;20210,7481559536;47,3489330239833;208002,6;10,84476538060480;49,3700202203029;Barcelona;19;0
08259;Santa Maria de Palautordera;Vallès Oriental;2023;731,2956818;98537;9430;9,57;1676,85;100;0,00000000000000e+00;2,40000000000000e+01;19072;94,9;770,596081981033;20096,9441517387;46,0127316568792;150916,5;7,91298762583893;36,0233112824509;Barcelona;54;0
08260;Santa Perpètua de Mogoda;Vallès Occidental;2023;722,2316149;258621;26250;10,15;2497,63;214;9,34579439252336e-01;2,24299065420561e+01;18415;94,9;761,044905057956;19404,6364594310;47,0636946988868;224786,7;12,20671734998642;55,5702093352934;Barcelona;20;0
08262;Sant Vicenç de Castellet;Bages;2023;537,9144079;100584;13790;13,71;1228,11;99;0,00000000000000e+00;1,91919191919192e+01;16436;94,9;566,822347629083;17319,2834562698;39,2733809613045;110529,9;6,72486614748114;30,6144730686150;Barcelona;52;0
08263;Sant Vicenç dels Horts;Baix Llobregat;2023;759,8597653;284239;26150;9,20;2260,45;245;4,08163265306122e-01;2,00000000000000e+01;17829;94,9;800,695221600000;18787,1443624868;51,1431778764934;203440,5;11,41065118626956;51,9461749537208;Barcelona;21;0
08264;Sant Vicenç de Montalt;Maresme;2023;1658,1627540;67064;8430;12,57;3203,21;85;0,00000000000000e+00;2,11764705882353e+01;23591;94,9;1747,273713382508;24858,7987355111;84,3455260395914;288288,9;12,22029163664109;55,6320053062617;Barcelona;38;1
08266;Cerdanyola del Vallès;Vallès Occidental;2023;859,1788333;577612;61920;10,72;2953,47;446;6,72645740000000e-01;1,39013452914798e+01;20898;94,9;905,351773761854;22021,0748155954;49,3355632098765;265812,3;12,71950904392765;57,9046569153175;Barcelona;18;0
08267;Sentmenat;Vallès Occidental;2023;686,3783942;94574;6100;6,45;2188,42;51;0,00000000000000e+00;1,76470588235294e+01;18756;94,9;723,264904320337;19763,9620653319;43,9141646960972;196957,8;10,50105566000000;47,8053062636049;Barcelona;32;0
08270;Sitges;Garraf;2023;1150,5087880;320851;84480;26,33;5020,77;611;0,00000000000000e+00;3,19148936170213e+01;23059;94,9;1212,338027397260;24298,2086406744;59,8729583069517;451869,3;19,59622273298929;89,2104050770424;Barcelona;38;1
08274;Súria;Bages;2023;445,0042529;60336;6100;10,11;1297,45;46;2,17391304347826e+00;2,39130434782609e+01;19001;94,9;468,919128451001;20022,1285563751;28,1040526014420;116770,5;6,14549234250829;27,9769151812144;Barcelona;72;0
08278;Taradell;Osona;2023;617,4633594;67963;5940;8,74;2235,54;39;0,00000000000000e+00;3,84615384615385e+01;22274;94,9;650,646321800000;23471,0221285564;33,2655127628625;201198,6;9,03289036544850;41,1215885580644;Barcelona;75;0
08279;Terrassa;Vallès Occidental;2023;687,6954902;2251934;314370;13,96;1993,34;2433;4,11015207562680e+01;8,87792848335389e+03;18684;94,9;724,652782086407;19688,0927291886;44,1679826718048;179400,6;9,60183044315992;43,7116476469395;Barcelona;28;0
08281;Teià;Maresme;2023;1010,4487620;66850;6090;9,11;3583,21;102;1,96078431372549e+00;6,47058823529412e+01;26046;94,9;1064,751066385669;27445,7323498419;46,5537324118867;322488,9;12,38151347615757;56,3659562215224;Barcelona;22;0
08282;Tiana;Maresme;2023;1161,3003790;92190;4840;5,25;3673,71;66;0,00000000000000e+00;3,78787878787879e+01;26539;94,9;1223,709566912540;27965,2265542676;52,5099082407024;330633,9;12,45841591619880;56,7160490899782;Barcelona;17;0
08283;Tona;Osona;2023;611,9545455;84385;8160;9,67;2007,27;75;0,00000000000000e+00;3,73333333333333e+01;20036;94,9;644,841459957850;21112,7502634352;36,6513003892993;180654,3;9,01648532641246;41,0469057900000;Barcelona;61;0
08284;Tordera;Maresme;2023;586,1239565;184195;18880;10,25;1401,54;262;0,00000000000000e+00;1,67938931297710e+01;15538;94,9;617,622714963119;16373,0242360379;45,2663629682070;126138,6;8,11807182391556;36,9569424538561;Barcelona;65;0
08285;Torelló;Osona;2023;504,1527935;149186;23840;15,98;1211,33;147;0,00000000000000e+00;4,76190476190476e+00;18869;94,9;531,246357744995;19883,0347734457;32,0622901160634;109019,7;5,77771477025810;26,3026340380705;Barcelona;82;0
08289;Torrelles de Llobregat;Baix Llobregat;2023;854,3152381;62153;3580;5,76;2218,98;54;1,85185185185185e+00;1,11111111111111e+01;20515;94,9;900,226805163330;21617,4920969442;49,9721318900000;199708,2;9,73474043382891;44,3167108914191;Barcelona;25;0
08291;Vacarisses;Vallès Occidental;2023;770,3888889;74481;3590;4,82;1797,93;91;0,00000000000000e+00;0,00000000000000e+00;18570;94,9;811,790188514225;19567,9662802950;49,7828038061389;161813,7;8,71371567043619;39,6685685439341;Barcelona;42;0
08295;Vallirana;Baix Llobregat;2023;876,0103145;157856;10750;6,81;1779,85;186;0,00000000000000e+00;1,98924731182796e+01;19166;94,9;923,087791900000;20195,9957850369;54,8477709172493;160186,5;8,35784722900000;38,0485028707987;Barcelona;28;0
08298;Vic;Osona;2023;629,9505807;482405;142020;29,44;1981,87;478;1,25523012552301e+00;3,61924686192469e+01;17726;94,9;663,804616122234;18678,6090621707;42,6458702944827;178368,3;10,06252397608033;45,8089220680460;Barcelona;70;0
08300;Viladecavalls;Vallès Occidental;2023;815,7770588;77992;2020;2,59;2464,85;52;0,00000000000000e+00;0,00000000000000e+00;20806;94,9;859,617554056902;21924,1306638567;47,0504888282226;221836,5;10,66214072863597;48,5386345292347;Barcelona;32;0
08301;Viladecans;Baix Llobregat;2023;867,0052511;666439;58580;8,79;2683,77;630;0,00000000000000e+00;5,07936507936508e+00;18933;94,9;913,598789400000;19950,4741833509;54,9520045064174;241539,3;12,75758199968309;58,0779813284813;Barcelona;18;1
08302;Vilanova del Camí;Anoia;2023;523,4076027;127607;10400;8,15;1263,62;151;0,00000000000000e+00;9,27152317880795e+00;15730;94,9;551,535935405690;16575,3424657534;39,9293784640814;113725,8;7,22986649713922;32,9134511099905;Barcelona;64;0
08305;Vilafranca del Penedès;Alt Penedès;2023;643,6508834;405999;57530;14,17;1911,01;488;2,04918032786885e-01;3,50409836065574e+01;17997;94,9;678,241183800000;18964,1728134879;42,9172117619603;171990,9;9,55664277379563;43,5059340079692;Barcelona;48;0
08307;Vilanova i la Geltrú;Garraf;2023;765,1750369;687876;84540;12,29;2822,77;944;0,00000000000000e+00;3,07203389830508e+01;18972;94,9;806,296140042150;19991,5700737619;48,3981680518659;254049,3;13,39074952561670;60,9604312903853;Barcelona;45;1
08902;Vilanova del Vallès;Vallès Oriental;2023;1004,0000000;56087;2580;4,60;2067,01;36;0,00000000000000e+00;2,22222222222222e+01;20847;94,9;1057,955742887250;21967,3340358272;57,7924881277882;186030,9;8,92362929917974;40,6241853536919;Barcelona;30;0
08904;Badia del Vallès;Vallès Occidental;2023;279,7995455;130546;7650;5,86;1711,12;75;5,33333333333333e+00;6,66666666666667e+00;15259;94,9;294,836191253952;16079,0305584826;22,0040274329904;154000,8;10,09245691067567;45,9451896159699;Barcelona;20;0
17008;Anglès;Selva;2023;517,0972174;58381;13340;22,85;1048,45;72;0,00000000000000e+00;2,77777777777778e+00;16378;94,9;544,886425079030;17258,1664900000;37,8872060617902;94360,5;5,76141775552570;26,2284430418958;Girona;101;0
17009;Arbúcies;Selva;2023;450,4589552;65282;14930;22,87;1278,50;86;0,00000000000000e+00;5,81395348837209e+00;15778;94,9;474,666970706006;16625,9220231823;34,2597760324502;115065,0;7,29274939789580;33,1997210266653;Girona;78;0
17015;Banyoles;Pla de l'Estany;2023;661,5066038;204951;39740;19,39;1886,95;211;2,84360189573460e+00;1,84834123222749e+01;18991;94,9;697,056484510010;20011,5911485774;41,7991640545522;169825,5;8,94242009400000;40,7097291044579;Girona;118;0
17020;Bescanó;Gironès;2023;696,4297778;51699;2890;5,59;1687,55;26;7,69230769230769e+00;3,07692307692308e+01;18675;94,9;733,856457112750;19678,6090621707;44,7505078104418;151879,5;8,13277108400000;37,0238597875907;Girona;98;0
17022;Bisbal d'Empordà, la;Baix Empordà;2023;538,6504651;113650;22980;20,22;1210,81;92;2,17391304347826e+00;2,50000000000000e+01;15454;94,9;567,597961116965;16284,5100105374;41,8261005642552;108972,9;7,05143652128899;32,1011613825070;Girona;120;0
17023;Blanes;Selva;2023;597,6419575;415242;78190;18,83;2215,29;645;0,00000000000000e+00;3,56589147286822e+00;15669;94,9;629,759702318230;16511,0642781876;45,7700139766418;199376,1;12,72423894313613;57,9261894438109;Girona;70;1
17033;Caldes de Malavella;Selva;2023;745,7308571;83909;8500;10,13;2444,10;138;0,00000000000000e+00;2,89855072463768e+00;17653;94,9;785,807014857745;18601,6859852476;50,6926317634396;219969,0;12,46071489265281;56,7265150161681;Girona;85;0
17034;Calonge i Sant Antoni;Baix Empordà;2023;748,1987179;120026;27210;22,67;2997,08;474;0,00000000000000e+00;3,88185654008439e+01;16501;94,9;788,407500421496;17387,7766069547;54,4111545651779;269737,2;16,34671838000000;74,4172684855221;Girona;112;1
17044;Cassà de la Selva;Gironès;2023;610,0467974;108328;18470;17,05;1451,52;86;0,00000000000000e+00;3,72093023300000e+01;17921;94,9;642,831187987355;18884,0885100000;40,8490685162658;130636,8;7,28959321500000;33,1853527278145;Girona;96;0
17047;Castelló d'Empúries;Alt Empordà;2023;578,9390141;117864;52980;44,95;2595,47;769;0,00000000000000e+00;6,50195058517555e+00;13339;94,9;610,051648155954;14055,8482613277;52,0823762590899;233592,3;17,51197990853887;79,7220384100000;Girona;142;1
17048;Castell d'Aro, Platja d'Aro i s'Agaró;Baix Empordà;2023;729,4836313;125338;43630;34,81;3012,97;498;0,00000000000000e+00;1,48594377510040e+01;13690;94,9;768,686650474183;14425,7112750263;63,9430502235208;271167,3;19,80769174579986;90,1731026617312;Girona;107;1
17049;Celrà;Gironès;2023;683,9576623;54626;11100;20,32;1567,68;33;0,00000000000000e+00;3,03030303030303e+01;17221;94,9;720,714080400421;18146,4699683878;47,6597871645085;141091,2;8,19297369490738;37,2979278745290;Girona;109;0
17062;Escala, l';Alt Empordà;2023;666,2075373;106743;32610;30,55;2504,52;498;0,00000000000000e+00;6,62650602409639e+00;14478;94,9;702,010049841939;15256,0590094837;55,2181962100000;225406,8;15,56891835888935;70,8763894109940;Girona;140;1
17066;Figueres;Alt Empordà;2023;549,8072630;478417;134770;28,17;1254,00;532;0,00000000000000e+00;9,21052631578947e+00;14496;94,9;579,354334035827;15275,0263435195;45,5138462748344;112860,0;7,78559602649007;35,4433701205151;Girona;138;0
17079;Girona;Gironès;2023;764,5535529;1040405;215780;20,74;2304,39;1141;1,13935144609991e+03;2,48028045574058e+04;18853;94,9;805,641257007376;19866,1749209694;48,6640992669602;207395,1;11,00064180766986;50,0796365269713;Girona;102;0
17089;Llagostera;Gironès;2023;565,7325926;91981;15830;17,21;1369,67;111;9,00900900900901e-01;3,78378378378378e+01;16539;94,9;596,135503266596;17427,8187565859;41,0471679738799;123270,3;7,45331035733720;33,9306633300000;Girona;90;0
17092;Llançà;Alt Empordà;2023;575,7000962;49588;7820;15,77;NA;NA;NA;NA;16282;94,9;606,638668282402;17157,0073761855;42,4296840339025;NA;NA;NA;Girona;160;1
17095;Lloret de Mar;Selva;2023;606,1145904;411583;159900;38,85;2083,45;904;0,00000000000000e+00;5,53097345132743e+00;12941;94,9;638,687661116965;13636,4594309800;56,2041193478093;187510,5;14,48964531334518;65,9630759171826;Girona;75;1
17103;Maçanet de la Selva;Selva;2023;732,8633333;78201;10870;13,90;1276,55;143;0,00000000000000e+00;3,49650349650350e+00;15356;94,9;772,247980295047;16181,2434141201;57,2698619406095;114889,5;7,48173352435530;34,0600577713687;Girona;78;0
17114;Olot;Garrotxa;2023;547,0372702;380008;96370;25,36;1652,48;340;3,82352941176471e+00;4,14705882352941e+01;17350;94,9;576,435479662803;18282,4025289779;37,8354307919308;148723,2;8,57194236311239;39,0231556800000;Girona;112;0
17117;Palafrugell;Baix Empordà;2023;638,9797993;238659;56610;23,72;2322,70;505;0,00000000000000e+00;1,28712871287129e+01;15146;94,9;673,319071970495;15959,9578503688;50,6256278330913;209043,0;13,80186187772349;62,8319909252878;Girona;122;1
17118;Palamós;Baix Empordà;2023;685,7310839;183322;27590;15,05;2376,14;332;3,01204819277108e-01;2,43975903614458e+01;16775;94,9;722,582807060063;17676,5015806112;49,0537884160954;213852,6;12,74829210134128;58,0356897294579;Girona;115;1
17141;Puigcerdà;Cerdanya;2023;640,9559908;97745;22540;23,06;2918,22;116;0,00000000000000e+00;1,55172413793103e+01;14724;94,9;675,401465542676;15515,2792413066;52,2376520619397;262639,8;17,83753056234719;81,2040845178929;Girona;151;0
17147;Ripoll;Ripollès;2023;445,9530545;108174;16940;15,66;968,82;108;0,00000000000000e+00;2,12962962962963e+01;17770;94,9;469,918919388830;18724,9736564805;30,1150064940912;87193,8;4,90679797411368;22,3378474957310;Girona;102;0
17152;Roses;Alt Empordà;2023;575,0154203;199834;60110;30,08;2952,42;972;0,00000000000000e+00;1,02880658400000e+00;13396;94,9;605,917197400000;14115,9114857745;51,5092941445207;265717,8;19,83560764407286;90,3001877957878;Girona;150;1
17155;Salt;Gironès;2023;549,3599052;333333;125900;37,77;1141,32;419;3,57995226730310e+00;2,64916467780430e+01;13079;94,9;578,882934878820;13781,8756585880;50,4038448077070;102718,8;7,85371970334123;35,7534982962374;Girona;100;0
17160;Sant Feliu de Guíxols;Baix Empordà;2023;663,9375571;226481;43960;19,41;2331,70;457;0,00000000000000e+00;1,70678336980306e+01;15523;94,9;699,618079135933;16357,2181243414;51,3254569683695;209853,0;13,51884300715068;61,5435677208636;Girona;105;1
17164;Sant Hilari Sacalm;Selva;2023;448,6572566;58937;11640;19,75;933,36;61;0,00000000000000e+00;3,27868852459016e+00;16242;94,9;472,768447418335;17114,8577449947;33,1479317768748;84002,4;5,17192463982268;23,5448177147829;Girona;95;0
17180;Santa Coloma de Farners;Selva;2023;588,0966486;137840;29360;21,30;1361,33;132;0,00000000000000e+00;4,54545454545455e+00;16754;94,9;619,701421074816;17654,3730242360;42,1222381700000;122519,7;7,31286259997612;33,2912849433155;Girona;90;0
17181;Santa Cristina d'Aro;Baix Empordà;2023;804,7443636;56566;10640;18,81;1983,32;128;0,00000000000000e+00;1,87500000000000e+01;17678;94,9;847,991953213909;18628,0295047418;54,6268376694196;178498,8;10,09722819323453;45,9669105392117;Girona;101;1
17186;Sarrià de Ter;Gironès;2023;720,6501818;53333;4160;7,80;2141,52;26;0,00000000000000e+00;1,53846153846154e+01;18474;94,9;759,378484510010;19466,8071700000;46,8106646183826;192736,8;10,43286781422540;47,4948859534783;Girona;106;0
17193;Sils;Selva;2023;618,8758000;66165;8800;13,30;2227,42;109;0,00000000000000e+00;1,74311926605505e+01;17036;94,9;652,134668071654;17951,5279241307;43,5930359239258;200467,8;11,76730453158018;53,5698138478471;Girona;80;0
17199;Torroella de Montgrí;Baix Empordà;2023;620,0350794;122338;34120;27,89;2139,27;308;3,24675324675325e-01;2,75974026000000e+01;15327;94,9;653,356248050579;16150,6849315068;48,5445354785672;192534,3;12,56177334116265;57,1865763887531;Girona;135;1
17202;Tossa de Mar;Selva;2023;573,8289474;61859;15570;25,17;2583,40;167;0,00000000000000e+00;4,79041916167665e+00;15254;94,9;604,666962486828;16073,7618545838;45,1419127363314;232506,0;15,24229710239937;69,3894694573240;Girona;87;1
17213;Vidreres;Selva;2023;658,0432143;84512;13150;15,56;1355,23;120;0,00000000000000e+00;1,66666666666667e+01;16605;94,9;693,406969757640;17497,3656480506;47,5550651707317;121970,7;7,34542005420054;33,4395004294943;Girona;82;0
17221;Vilafant;Alt Empordà;2023;647,7210526;56203;3760;6,69;1571,97;45;0,00000000000000e+00;1,11111111111111e+01;17109;94,9;682,530087038988;18028,4510010537;45,4301983236893;141477,3;8,26917411888480;37,6448248649691;Girona;136;0
25003;Agramunt;Urgell;2023;372,8230693;55065;10220;18,56;960,46;38;0,00000000000000e+00;1,57894736842105e+01;16508;94,9;392,858871759747;17395,1527924131;27,1012650327114;86441,4;5,23633389871577;23,8380362679121;Lleida;112;0
25011;Alcarràs;Segrià;2023;436,1548760;100000;32830;32,83;831,05;147;0,00000000000000e+00;3,33333333333333e+01;14767;94,9;459,594179135933;15560,5900948367;35,4429370352814;74794,5;5,06497595991061;23,0579414842250;Lleida;165;0
25019;Almacelles;Segrià;2023;402,7624444;69760;15710;22,52;931,87;49;0,00000000000000e+00;3,46938775510204e+01;14696;94,9;424,407212200000;15485,7744994731;32,8875158737071;83868,3;5,70687942297224;25,9801611762722;Lleida;170;0
25023;Alpicat;Segrià;2023;646,0000000;64521;4510;6,99;1331,65;52;0,00000000000000e+00;1,73076923076923e+01;21135;94,9;680,716543730242;22270,8113804004;36,6784953867991;119848,5;5,67061745919092;25,8150811747893;Lleida;160;0
25040;Balaguer;Noguera;2023;395,7275588;175410;42800;24,40;1220,12;183;0,00000000000000e+00;1,85792349726776e+01;14841;94,9;416,994266385669;15638,5669125395;31,9973768991308;109810,8;7,39915100060643;33,6841067273178;Lleida;145;0
25050;Bellpuig;Urgell;2023;427,8132836;51827;12200;23,54;659,43;74;0,00000000000000e+00;3,78378378378378e+01;15481;94,9;450,804303055848;16312,9610115911;33,1616782068342;59348,7;3,83364769717718;17,4524074689203;Lleida;123;0
25058;Borges Blanques, les;Garrigues;2023;404,8136275;61973;9990;16,12;724,98;61;0,00000000000000e+00;1,96721311475410e+01;16200;94,9;426,568627502634;17070,6006322445;29,9861946296296;65248,2;4,02766666666667;18,3356649770955;Lleida;125;0
25072;Cervera;Segarra;2023;385,9850993;94663;21640;22,86;973,47;48;0,00000000000000e+00;8,33333333333333e+00;15930;94,9;406,728239515279;16786,0906217071;29,0760903427495;87612,3;5,49983050847458;25,0375857700000;Lleida;102;0
25110;Guissona;Segarra;2023;424,0990090;75251;39680;52,73;1175,59;34;8,82352941176471e+00;5,00000000000000e+01;15676;94,9;446,890420442571;16518,4404636459;32,4648386578209;105803,1;6,74936846134218;30,7260181033216;Lleida;110;0
25120;Lleida;Segrià;2023;545,5631764;1429888;307140;21,48;1216,08;1709;5,55880631948508e+03;2,80866003500000e+04;17672;94,9;574,882166912539;18621,7070600632;37,0459377365324;109447,2;6,19325486645541;28,1943506618620;Lleida;155;0
25137;Mollerussa;Pla d'Urgell;2023;467,2400000;153023;45050;29,44;912,21;150;6,00000000000000e+00;3,00000000000000e+01;16470;94,9;492,349841900000;17355,1106427819;34,0429872495446;82098,9;4,98475409836066;22,6927371863142;Lleida;135;0
25203;Seu d'Urgell, la;Alt Urgell;2023;531,2883029;124776;19490;15,62;1454,06;104;0,00000000000000e+00;2,78846153846154e+01;15080;94,9;559,840150579557;15890,4109589041;42,2775837851459;130865,4;8,67807692307692;39,5063256907231;Lleida;180;0
25207;Solsona;Solsonès;2023;400,3168095;92120;14380;15,61;1009,27;62;0,00000000000000e+00;1,29032258064516e+01;16996;94,9;421,830146996839;17909,3782929399;28,2643075664862;90834,3;5,34445163567898;24,3302345500000;Lleida;115;0
25217;Tàrrega;Urgell;2023;435,3925000;181918;43260;23,78;955,60;228;4,38596491228070e-01;2,50000000000000e+01;16155;94,9;458,790832500000;17023,1822971549;32,3411327762303;86004,0;5,32367688022284;24,2356589560726;Lleida;100;0
25234;Tremp;Pallars Jussà;2023;383,0382895;59901;10860;18,13;726,54;76;0,00000000000000e+00;0,00000000000000e+00;17462;94,9;403,623065858799;18400,4214963119;26,3226404421029;65388,6;3,74462260909403;17,0471271106527;Lleida;190;0
25243;Vielha e Mijaran;Val d'Aran;2023;577,5770370;57406;12790;22,28;2432,16;167;0,00000000000000e+00;1,19760479041916e+01;17777;94,9;608,616477344573;18732,3498419389;38,9881557293131;218894,4;12,31334870900602;56,0556409900000;Lleida;280;0
43004;Alcanar;Montsià;2023;423,3988462;97713;20940;21,43;1156,83;246;0,00000000000000e+00;1,30081300813008e+01;14611;94,9;446,152630347734;15396,2065331928;34,7737057997399;104114,7;7,12577510095134;32,4395824596142;Tarragona;190;1
43005;Alcover;Alt Camp;2023;462,9575758;52660;5840;11,09;1289,26;57;0,00000000000000e+00;0,00000000000000e+00;16801;94,9;487,837276923077;17703,8988408851;33,0664300315457;116033,4;6,90633890839831;31,4406148579006;Tarragona;105;0
43012;Altafulla;Tarragonès;2023;738,0298230;56830;6490;11,42;2036,24;128;7,81250000000000e-01;5,15625000000000e+01;19491;94,9;777,692121180190;20538,4615384615;45,4381913498538;183261,6;9,40237032476528;42,8036196968007;Tarragona;88;1
43013;Ametlla de Mar, l';Baix Ebre;2023;467,3901316;73305;17300;23,60;2030,15;240;0,00000000000000e+00;1,00000000000000e+01;14187;94,9;492,508041728135;14949,4204425711;39,5339506500000;182713,5;12,87893846479171;58,6304479726184;Tarragona;144;1
43014;Amposta;Montsià;2023;401,9186517;222222;45200;20,34;815,81;346;0,00000000000000e+00;1,73410404624277e+00;14186;94,9;423,518073445732;14948,3667017914;33,9984761060200;73422,9;5,17572959255604;23,5621394904775;Tarragona;168;0
43016;Arboç, l';Baix Penedès;2023;514,1230769;56910;14290;25,11;1025,88;50;8,00000000000000e+00;3,60000000000000e+01;15012;94,9;541,752451949420;15818,7565858799;41,0969685771383;92329,2;6,15035971223022;27,9990735344067;Tarragona;60;0
43037;Calafell;Baix Penedès;2023;679,0719626;304818;62640;20,55;2051,37;931;2,14822771213749e-01;3,23308270676692e+01;15546;94,9;715,565819388830;16381,4541622761;52,4177508761096;184623,3;11,87593593207256;54,0643505437224;Tarragona;62;1
43038;Cambrils;Baix Camp;2023;686,7855028;364370;74040;20,32;2328,29;737;0,00000000000000e+00;9,49796472200000e+00;17061;94,9;723,693891253952;17977,8714436249;48,3056446491999;209546,1;12,28216986108669;55,9137015057515;Tarragona;115;1
43043;Catllar, el;Tarragonès;2023;789,4117647;51206;3820;7,46;NA;NA;NA;NA;19813;94,9;831,835368493151;20877,7660695469;47,8117457043355;NA;NA;NA;Tarragona;92;0
43044;Sénia, la;Montsià;2023;327,2726829;56020;10980;19,60;615,81;65;0,00000000000000e+00;1,23076923076923e+01;14034;94,9;344,860572075869;14788,1981032666;27,9839831466439;55422,9;3,94918768704575;17,9783950247475;Tarragona;195;0
43047;Constantí;Tarragonès;2023;416,8991781;68489;12780;18,66;749,82;136;5,88235294100000e+00;1,61764705882353e+01;14122;94,9;439,303665015806;14880,9272918862;35,4255072737573;67483,8;4,77862908936411;21,7543677974965;Tarragona;95;0
43051;Cunit;Baix Penedès;2023;681,4182500;152463;28160;18,47;1974,33;404;2,47524752475248e-01;1,36138613861386e+01;15137;94,9;718,038198103266;15950,4741833509;54,0200766300000;177689,7;11,73876593776838;53,4398939368025;Tarragona;55;1
43086;Montblanc;Conca de Barberà;2023;485,5301205;74653;10750;14,40;1083,69;49;2,04081632653061e+00;4,08163265306122e+00;18131;94,9;511,622887776607;19105,3740779768;32,1348047322266;97532,1;5,37930064530362;24,4888821757910;Tarragona;114;0
43092;Mont-roig del Camp;Baix Camp;2023;601,5978431;136821;38050;27,81;1741,72;539;0,00000000000000e+00;5,56586270871985e-01;14540;94,9;633,928180295047;15321,3909378293;49,6504409711142;156754,8;10,78093535075653;49,0794385660508;Tarragona;120;1
43093;Móra d'Ebre;Ribera d'Ebre;2023;399,7857143;56546;10970;19,40;777,66;94;0,00000000000000e+00;3,82978723404255e+01;16088;94,9;421,270510326660;16952,5816649104;29,8199190179015;69989,4;4,35041024400000;19,8049320716722;Tarragona;150;0
43100;Pallaresos, els;Tarragonès;2023;685,1000000;49702;1670;3,36;NA;NA;NA;NA;19595;94,9;721,917808200000;20648,0505795574;41,9556009186017;NA;NA;NA;Tarragona;95;0
43123;Reus;Baix Camp;2023;573,6330392;1085501;196150;18,07;1325,37;1506;3,71845949535193e+03;1,10225763612218e+04;16995;94,9;604,460526027397;17908,3245521602;40,5036567837599;119283,3;7,01872903795234;31,9522628995049;Tarragona;108;0
43129;Riudoms;Baix Camp;2023;552,7210101;69018;9490;13,75;1354,02;66;0,00000000000000e+00;3,63636363636364e+01;15713;94,9;582,424668177028;16557,4288724974;42,2112398727169;121861,8;7,75547635715649;35,3062524800000;Tarragona;115;0
43131;Roda de Berà;Tarragonès;2023;637,7117778;78078;11860;15,19;1811,03;296;0,00000000000000e+00;2,09459459459459e+01;16275;94,9;671,982906006322;17149,6311907271;47,0202232479263;162992,7;10,01491244239631;45,5921739597925;Tarragona;75;1
