codi;municipi;comarca;any;Lloguer_Mitja;Població;Poblacio_Estrangera_Total;Percentatge_Poblacio_Estrangera;Preu / m2 Habitatge total;Compres totals;Rati_VPO;Rati_Obra_Nova;RFDB_Nominal;IPC_Index;Lloguer_Real;RFDB_Real;Tasa_Esforç_Lloguer;Preu_Vivenda_Mig;Anys_Salari_Compra;Tasa_Esforç_Compra
17202;Tossa de Mar;Selva;2024;615,7945833;62417;16060;25,73;2822,04;137;0;1,4598540145985401;15254;97,6;630,9370730532787;15629,098360655738;48,44326078143438;253983,6;16,650295004588962;75,79927939434332
17213;Vidreres;Selva;2024;735,0608333;86545;14730;17,02;1487,96;143;0;24,475524475524477;16605;97,6;753,1360997;17013,319672131147;53,12092742908763;133916,4;8,064823848238483;36,71453484579764
17221;Vilafant;Alt Empordà;2024;730,5775;56980;4000;7,02;1617,01;26;0;19,230769230769234;17109;97,6;748,5425204918033;17529,71311;51,24162721374715;145530,9;8,506102051551814;38,723422364869364
25003;Agramunt;Urgell;2024;408,6934146;55910;10690;19,12;857,89;40;5;15;16508;97,6;418,7432526639344;16913,93442622951;29,70875318148776;77210,1;4,677132299491156;21,292310907147765
25011;Alcarràs;Segrià;2024;499,7420325;102173;34330;33,6;890,71;190;0;56,84210526315789;14767;97,6;512,0307710040984;15130,122950819672;40,610173968984896;80163,90000000001;5,428584004875737;24,71324115205352
25019;Almacelles;Segrià;2024;414,1211304;70302;16310;23,2;823,23;93;0;58,06451612903226;14696;97,6;424,30443688524593;15057,377049180328;33,81500792596625;74090,7;5,041555525;22,951321627633224
25023;Alpicat;Segrià;2024;694,25;64697;4490;6,94;1342,64;87;0;18,39080459770115;21135;97,6;711,3217213114755;21654,71311;39,41802697;120837,6;5,717416607523067;26,02813095672223
25040;Balaguer;Noguera;2024;417,8549213;176003;43420;24,67;608,6;263;0;20,912547528517113;14841;97,6;428,1300423155738;15205,94262295082;33,78653093;54774;3,6907216494845363;16,80174683985643
25050;Bellpuig;Urgell;2024;423,4124359;52458;12700;24,21;517,89;48;0;8,333333333333332;15481;97,6;433,82421711065575;15861,680327868853;32,82054925909179;46610,1;3,0107938763645756;13,706424190708825
25058;Borges Blanques, les;Garrigues;2024;434,267963;63389;10960;17,29;728,46;71;0;15,492957746478872;16200;97,6;444,94668340163935;16598,360655737706;32,16799725925926;65561,40000000001;4,047000000000001;18,423678596947497
25072;Cervera;Segarra;2024;400,9803185;95533;22240;23,28;822,75;77;0;10,38961038961039;15930;97,6;410,8404902663935;16321,72131147541;30,205673709981166;74047,5;4,648305084745763;21,16107706990677
25110;Guissona;Segarra;2024;437,0607031;75862;39160;51,62;1171,98;48;8,333333333333332;29,166666666666668;15676;97,6;447,8080974385246;16061,475409836066;33,45705816024496;105478,2;6,728642510844603;30,63166469324406
25120;Lleida;Segrià;2024;562,5698448;1448457;319240;22,04;1264,68;1.960;4693,877551020408;32602,04081632653;17672;97,6;576,4035295081968;18106,55737704918;38,200759040289725;113821,20000000001;6,440765052059756;29,321123112824495
25137;Mollerussa;Pla d'Urgell;2024;476,0891611;156806;47810;30,49;859,71;204;1,4705882352941175;40,68627450980392;16470;97,6;487,7962716188525;16875;34,68773487067395;77373,90000000001;4,697868852459017;21,386712584214347
25203;Seu d'Urgell, la;Alt Urgell;2024;566,6890991;127588;22430;17,58;1574,12;132;0,7575757575757576;30,303030303030305;15080;97,6;580,6240769467214;15450,819672131149;45,09462327055703;141670,8;9,394615384615383;42,76831588536993
25207;Solsona;Solsonès;2024;415,6094712;93929;16090;17,13;1083,07;43;0;4,651162790697675;16996;97,6;425,82937622950817;17413,93442622951;29,344043624382206;97476,29999999999;5,735249470463637;26,10931379222519
25217;Tàrrega;Urgell;2024;465,602268;185697;45310;24,4;965,52;323;0,30959752321981426;45,82043343653251;16155;97,6;477,0515040983606;16552,254098360656;34,585126685236766;86896,8;5,3789415041782735;24,48724721145584
25234;Tremp;Pallars Jussà;2024;414,3947183;60572;11430;18,87;834,53;92;0;0;17462;97,6;424,58475235655743;17891,39344262295;28,477474628335813;75107,7;4,301208338;19,580943909011182
25243;Vielha e Mijaran;Val d'Aran;2024;636,6562;57934;13910;24,01;2875,1;160;0;16,25;17777;97,6;652,3116803278689;18214,139344262294;42,97617370759971;258759;14,555830567587332;66,26437956235551
43004;Alcanar;Montsià;2024;462,0657983;98695;21180;21,46;1218,65;255;0;5,490196078431373;14611;97,6;473,4280720286885;14970,286885245901;37,949418791321605;109678,50000000001;7,506570392170284;34,173125839067794
43005;Alcover;Alt Camp;2024;546,5672222;53357;6040;11,32;1351,64;37;0;2,7027027027027026;16801;97,6;560,0073997950819;17214,139344262294;39,03819216951372;121647,6;7,240497589429201;32,96184839871922
43012;Altafulla;Tarragonès;2024;814,0251667;58106;6810;11,72;2650,88;129;0;32,55813953488372;19491;97,6;834,0421789959016;19970,286885245903;50,11698733;238579,2;12,240480221640757;55,723912398270784
43013;Ametlla de Mar, l';Baix Ebre;2024;551,6875;73466;17720;24,12;2080,2;197;0;9,644670050761421;14187;97,6;565,2535860655738;14535,860655737706;46,664199619369846;187217,99999999997;13,196447451892576;60,07588497039177
43014;Amposta;Montsià;2024;402,2633754;226214;47980;21,21;781,69;420;0;4,0476190476190474;14186;97,6;412,1550977459016;14534,83606557377;34,027636435922744;70352,1;4,959262653320176;22,57668920252432
43016;Arboç, l';Baix Penedès;2024;526,8177907;57459;14520;25,27;1009,47;56;3,571428571428571;19,642857142857142;15012;97,6;539,7723265368853;15381,147540983608;42,111733868904885;90852,3;6,051978417266187;27,55119971222516
43037;Calafell;Baix Penedès;2024;762,565625;315728;67850;21,49;2094,88;960;0;27,708333333333336;15546;97,6;781,3172387295082;15928,278688524591;58,86264955615591;188539,2;12,127827093786184;55,211067075677875
43038;Cambrils;Baix Camp;2024;717,893549;366933;73350;19,99;2414,49;890;0,22471910112359553;7,415730337078652;17061;97,6;735,5466691;17480,532786885247;50,49365563566028;217304,09999999998;12,736891155266395;57,983787736330925
43043;Catllar, el;Tarragonès;2024;852,2413793;52163;3980;7,63;1472,09;60;0;33,33333333333333;19813;97,6;873,1981345286885;20300,20491803279;51,61710266794528;132488,1;6,686927774693383;30,441761334804102
43044;Sénia, la;Montsià;2024;351,25;56192;11570;20,59;636,44;59;0;11,864406779661017;14034;97,6;359,88729508196724;14379,098360655738;30,034202650705428;57279,600000000006;4,081487815305686;18,580681914146123
43047;Constantí;Tarragonès;2024;469,9407447;69223;13270;19,17;864,01;127;2,3622047244094486;22,83464566929134;14122;97,6;481,4966646516393;14469,262295081968;39,93265073219091;77760,9;5,506365953830902;25,067337922054545
43051;Cunit;Baix Penedès;2024;714,3545946;157541;29980;19,03;2048,84;423;0;11,82033096926714;15137;97,6;731,9206911885246;15509,22131147541;56,63113652110723;184395,6;12,181779744995707;55,45668266879314
43086;Montblanc;Conca de Barberà;2024;469,0583333;75366;10800;14,33;1190,91;57;0;8,771929824561402;18131;97,6;480,5925546106558;18576,844262295082;31,044619709889144;107181,90000000001;5,9115272185759205;26,911805656572696
43092;Mont-roig del Camp;Baix Camp;2024;643,2204624;141838;39970;28,18;1912,73;638;0;0,7836990595611284;14540;97,6;659,0373590163935;14897,540983606557;53,08559524621732;172145,7;11,839456671251721;53,89828131297937
43093;Móra d'Ebre;Ribera d'Ebre;2024;423,5347297;57383;11620;20,25;861,16;85;0;35,294117647058826;16088;97,6;433,9495181352459;16483,60655737705;31,591352289905515;77504,4;4,817528593;21,931455009697366
43100;Pallaresos, els;Tarragonès;2024;689,5652174;50133;1880;3,75;;;;;19595;97,6;706,5217391393443;20076,844262295082;42,22905133350345;;;
43123;Reus;Baix Camp;2024;586,8871738;1099675;203220;18,48;1421,21;1.256;2468,1528662420383;9474,522293;16995;97,6;601,3188256147541;17412,909836065573;41,43951800882613;127908,90000000001;7,526266548984996;34,262791186917894
43129;Riudoms;Baix Camp;2024;551,1514773;69529;9310;13,39;1319,12;52;0;25;15713;97,6;564,7043824795082;16099,38524590164;42,09137483357729;118720,79999999999;7,555578183669573;34,396230311350756
43131;Roda de Berà;Tarragonès;2024;687,5377397;80246;12390;15,44;1804,97;295;0,3389830508474576;24,40677966101695;16275;97,6;704,4444054303278;16675,20491803279;50,694026890322576;162447,3;9,981400921658986;45,43961515392157
43133;Roquetes;Baix Ebre;2024;414,1985039;83724;13940;16,65;693,83;70;0;5,714285714285714;15445;97,6;424,38371301229506;15824,795081967213;32,18117220330204;62444,700000000004;4,043036581417935;18,40563541678907
43136;Ràpita, la;Montsià;2024;455,6666545;157996;30430;19,26;1228,99;405;0;0,9876543209876543;15151;97,6;466,87157223360657;15523,565573770493;36,0900261;110609,1;7,300448815;33,23477207457651
43145;Selva del Camp, la;Baix Camp;2024;595,7916667;58418;5760;9,86;1249,32;36;0;0;17110;97,6;610,4422815;17530,737704918032;41,78550555;112438,79999999999;6,571525423728813;29,91640037026163
43148;Tarragona;Tarragonès;2024;663,016989;1410174;291060;20,64;1573,06;1.955;1023,0179028132992;14475,703324808183;17409;97,6;679,3206854508196;17837,090163934427;45,701670790970184;141575,4;8,132310873686023;37,02176471145356
43153;Torredembarra;Tarragonès;2024;628,250125;179564;34620;19,28;1829,39;453;0;24,061810154525386;15832;97,6;643,6988985655738;16221,311475409837;47,618756316321374;164645,1;10,399513643254169;47,34304347118489
43155;Tortosa;Baix Ebre;2024;465,6031503;355204;78500;22,1;793,46;430;0;8,837209302325581;15834;97,6;477,05240809426226;16223,360655737706;35,28633196665403;71411,40000000001;4,510003789314134;20,531470295364194
43156;Ulldecona;Montsià;2024;390,2384337;65991;18240;27,64;566,51;158;0;9,493670886;13670;97,6;399,8344607581967;14006,147540983608;34,256482841258226;50985,9;3,729765910753475;16,97949305203191
43161;Valls;Alt Camp;2024;522,4359601;250902;43130;17,19;1182,63;235;0;1,702127659574468;17056;97,6;535,2827460040984;17475,409836065573;36,75675141;106436,70000000001;6,240425656660413;28,40909231689065
43162;Vandellòs i l'Hospitalet de l'Infant;Baix Camp;2024;574,4690698;70831;13210;18,65;1926,12;125;0;8;16245;97,6;588,5953584016394;16644,467213114753;42,435388350877204;173350,8;10,671024930747922;48,57907922513308
43163;Vendrell, el;Baix Penedès;2024;596,8351459;405229;68970;17,02;1709,32;949;1,369863014;11,275026343519494;16662;97,6;611,5114199795082;17071,72131147541;42,98416607129997;153838,8;9,232913215700396;42,0321783
43171;Vila-seca;Tarragonès;2024;554,9647203;240656;41080;17,07;2490,99;517;0;0,7736943907156674;15523;97,6;568,6113937499999;15904,713114754099;42,90135053533466;224189,09999999998;14,442382271468142;65,74791429
43901;Deltebre;Baix Ebre;2024;445,1628571;119377;14170;11,87;956,46;226;0;23,008849557522122;14602;97,6;456,10948473360656;14961,065573770493;36,58371651280646;86081,40000000001;5,895178742637995;26,83738039
43905;Salou;Tarragonès;2024;641,5866979;304458;99710;32,75;2411,48;1.277;6342,991386061081;30696,945967110416;15336;97,6;657,3634199795082;15713,11475409836;50,20240202660406;217033,2;14,151877934272301;64,42541403614185
43907;Canonja, la;Tarragonès;2024;521,8944262;59371;4720;7,95;;-;;;15868;97,6;534,7278956967214;16258,196721311475;39,46769041088984;;;
08001;Abrera;Baix Llobregat;2023;675,5789855;128242;8900;6,94;2021,88;126;0;0,7936507936507936;19389;94,9;711,8851269757639;20430,979978925185;41,81209874671205;181969,2;9,385177162308526;42,725349052084006
08003;Alella;Maresme;2023;1258,303154;101138;12440;12,3;3467,23;66;0;6,0606060606060606;26404;94,9;1325,9253466807163;27822,971548998943;57,18693322223905;312050,7;11,818311619451599;53,80201997414042
08005;Ametlla del Vallès, l';Vallès Oriental;2023;1053,912286;92824;6080;6,55;2168,92;104;0,9615384615384616;39,42307692307692;24932;94,9;1110,5503540569018;26271,865121180188;50,725763805551104;195202,80000000002;7,829407989732072;35,642820955571146
08006;Arenys de Mar;Maresme;2023;739,0993598;162859;19820;12,17;2708,86;245;0,40816326530612246;30,20408163265306;19760;94,9;778,8191357218124;20821,917808219176;44,884576506072875;243797,40000000002;12,337925101214577;56,16752325623629
08007;Arenys de Munt;Maresme;2023;780,5961682;93852;7480;7,97;2115,7;112;1,7857142857142856;26,785714285714285;19320;94,9;822,546015;20358,27186512118;48,48423404968945;190412,99999999997;9,855745341614906;44,86757709594155
08009;Argentona;Maresme;2023;825,2625806;128525;7930;6,17;2472,93;123;0;26,82926829268293;19805;94,9;869,6128351949419;20869,336143308745;50,00328688311032;222563,69999999998;11,237753092653369;51,15906872520344
08010;Artés;Bages;2023;499,1455422;59818;7220;12,07;1280,2;41;0;36,58536585365854;18387;94,9;525,9700128556375;19375,13171759747;32,575985785609404;115218;6,266275085658346;28,526769997091417
08015;Badalona;Barcelonès;2023;848,9057929;2242945;365600;16,3;2462,57;2.598;2117,0130869899926;30484,988452655893;17971;94,9;894,5266521601686;18936,77555321391;56,685045433197935;221631,30000000002;12,332719381225308;56,143824587605685
08019;Barcelona;Barcelonès;2023;1136,399961;16558760;3846600;23,23;4370,96;14.899;516,8132089401973;525,2902879387879;23003;94,9;1197,470981032666;24239,199157007373;59,282700221710215;393386,4;17,101525887927664;77,85347577873891
08020;Begues;Baix Llobregat;2023;1005,372737;74323;5760;7,75;2647,24;66;0;13,636363636363635;23630;94,9;1059,4022518440463;24899,89462592202;51,05574627168853;238251,59999999998;10,082589928057553;45,90027088197486
08022;Berga;Berguedà;2023;447,1246629;169949;26410;15,54;1027,18;153;0;5,228758169934641;17940;94,9;471,15349093782925;18904,109589041094;29,90800420735786;92446,20000000001;5,153076923076924;23,45901482977918
08023;Bigues i Riells del Fai;Vallès Oriental;2023;785,6833333;99398;4950;4,98;1535,27;88;0;12,5;20739;94,9;827,9065682824024;21853,530031612223;45,46120834948647;138174,3;6,662534355561984;30,330712035580596
08029;Cabrera de Mar;Maresme;2023;1107,708333;49472;3750;7,58;;;;;24788;94,9;1167,2374425711275;26120,12644889357;53,62473776020656;;;
08030;Cabrils;Maresme;2023;1434,795303;78031;10940;14,02;2672,07;72;0;2,7777777777777777;24516;94,9;1511,902321390938;25833,508956796628;70,22982393538915;240486,30000000002;9,809361233480177;44,65641675487896
08033;Caldes de Montbui;Vallès Oriental;2023;788,0448454;180958;15870;8,77;2078,65;176;0,5681818181818182;26,704545454545453;19644;94,9;830,3949898840884;20699,683877766067;48,139575161881496;187078,5;9,523442272449604;43,35479109567451
08035;Calella;Maresme;2023;678,6958851;197590;39360;19,92;2158,23;251;0;20,717131474103585;16319;94,9;715,1695311907271;17195,99578503688;49,90716723573749;194240,7;11,90273301060114;54,18634233
08040;Canet de Mar;Maresme;2023;750,2606329;150204;14690;9,78;2337,18;154;0;20,77922077922078;17957;94,9;790,5802243;18922,023182297155;50,13714760149246;210346,19999999998;11,713883165339421;53,32661689162524
08041;Canovelles;Vallès Oriental;2023;621,0309662;170226;33160;19,48;1491,65;146;0,684931507;13,013698630136986;15931;94,9;654,4056545837723;16787,144362486826;46,77905714895487;134248,5;8,426872136086875;38,36273383069852
08043;Canyelles;Garraf;2023;962,3809524;52012;5300;10,19;1558,85;81;0;12,345679012345679;18350;94,9;1014,1000552160167;19336,143308746046;62,934994162397814;140296,5;7,645585831;34,80598370073494
08044;Capellades;Anoia;2023;532,0852564;54132;3930;7,26;1020,31;61;0;8,196721311;18346;94,9;560,6799329820864;19331,928345626973;34,80335264798866;91827,9;5,005336313092772;22,786436249580266
08046;Cardedeu;Vallès Oriental;2023;742,8066197;190351;13020;6,84;2405,32;164;0;7,317073170731707;19642;94,9;782,7256266596418;20697,576396206532;45,380711925465846;216478,80000000002;11,021219835047349;50,17331652760439
08051;Castellar del Vallès;Vallès Occidental;2023;740,3577108;251357;12040;4,79;2013,74;173;0;13,294797687861271;20422;94,9;780,1451114857744;21519,49420442571;43,50353799627852;181236,6;8,874576437175595;40,4008757
08054;Castellbisbal;Vallès Occidental;2023;810,7843137;128158;8420;6,57;2083,44;87;0;10,344827586206897;19231;94,9;854,3564949420442;20264,488935721813;50,59233406687119;187509,6;9,750382195413655;44,387918894415726
08056;Castelldefels;Baix Llobregat;2023;1109,95087;683129;155890;22,82;4118,36;654;0;7,492354740061162;21142;94,9;1169,6004952581663;22278,187565858796;62,99976558509128;370652,39999999997;17,531567495979566;79,8112095
08067;Centelles;Osona;2023;622,1017544;77318;5420;7,01;2015,53;74;0;33,78378378378378;18807;94,9;655,5339877766069;19817,702845100102;39,693843;181397,7;9,645222523528474;43,909186995188385
08068;Cervelló;Baix Llobregat;2023;839,4626531;94660;7090;7,49;2039,44;126;0;19,841269841269842;20781;94,9;884,5760306638566;21897,787144362486;48,474817560271404;183549,6;8,832568211346903;40,20963625190777
08072;Corbera de Llobregat;Baix Llobregat;2023;800,145241;155214;15630;10,07;1730;155;0;24,516129032258064;21132;94,9;843,1456701791359;22267,650158061115;45,43698131743328;155700;7,367972742759796;33,54216993419227
08073;Cornellà de Llobregat;Baix Llobregat;2023;790,392636;900665;148880;16,53;2691,58;773;0;1,5523932729624839;18101;94,9;832,8689525816649;19073,761854583772;52,39882676095243;242242,19999999998;13,382807579691729;60,92427614851326
08074;Cubelles;Garraf;2023;797,4633449;169479;21490;12,68;2105,44;314;0;9,554140127388536;18171;94,9;840,3196468914647;19147,523709167544;52,66391579329701;189489,6;10,428132738979693;47,47332986144491
08075;Dosrius;Maresme;2023;938,0976364;59165;3260;5,51;2161,94;84;0;16,666666666666664;19560;94,9;988,5117348788198;20611,16965226554;57,55200223312884;194574,6;9,947576687116564;45,28563274077669
08076;Esparreguera;Baix Llobregat;2023;671,4675273;223854;19050;8,51;1893,85;201;0;0;18887;94,9;707,5527158061117;19902,00210748156;42,66220324879547;170446,5;9,024540689363054;41,08357725374348
08077;Esplugues de Llobregat;Baix Llobregat;2023;1063,76822;469834;67750;14,42;4136,81;390;0;25,8974359;22009;94,9;1120,9359536354054;23191,780821917808;57,999993820709705;372312,9;16,916393293652597;77,01067286
08086;Franqueses del Vallès, les;Vallès Oriental;2023;685,7646479;204914;22520;10,99;2228,52;198;0;24,747474747474747;18472;94,9;722,6181748155954;19464,699683877763;44,54945742096145;200566,8;10,857882200086618;49,4297336
08088;Garriga, la;Vallès Oriental;2023;799,9196078;170333;15330;9;2349,32;198;0;45,45454545454545;20947;94,9;842,9079112750263;22072,70811;45,82534631975939;211438,80000000002;10,093989592781783;45,95216704184445
08089;Gavà;Baix Llobregat;2023;976,0859565;474838;58500;12,32;3292,84;507;16,173570019723865;47,73175542406312;20261;94,9;1028,5415769230767;21349,841938883033;57,810727397463104;296355,60000000003;14,626898968461578;66,58791338397798
08091;Gelida;Alt Penedès;2023;616,7443902;79455;8740;11;1677,27;132;0;0,7575757575757576;18453;94,9;649,8887146469968;19444,678609062168;40,10693482035441;150954,3;8,180474719557795;37,24102718151396
08092;Gironella;Berguedà;2023;402,4563478;49836;6090;12,22;;;;;17765;94,9;424,08466575342464;18719,704952581662;27,18534294173938;;;
08096;Granollers;Vallès Oriental;2023;754,6732523;629316;92950;14,77;2205,35;602;0,4983388704318937;26,744186046511626;19180;94,9;795,2299813487881;20210,748155953635;47,21626187486965;198481,5;10,348357664233577;47,11015952856379
08101;Hospitalet de Llobregat, l';Barcelonès;2023;794,866162;2766025;675740;24,43;2628,02;2.941;1020,0612036722204;15504,930295817749;16747;94,9;837,5828894;17646,99683877766;56,95583653191616;236521,8;14,123234012061861;64,29501462508152
08102;Igualada;Anoia;2023;539,6555911;412777;55890;13,54;1400,62;393;1,5267175572519083;15,012722646310433;18102;94,9;568,6571033719705;19074,81559536354;35,774318269804446;126055,79999999999;6,9636393768644345;31,701471150085997
08105;Llagosta, la;Vallès Oriental;2023;680,95;131104;16270;12,41;1790,95;112;0,8928571428571428;10,714285714285714;17212;94,9;717,5447839831402;18136,986301369863;47,47501742970021;161185,5;9,364716476876598;42,63220324228142
08106;Llinars del Vallès;Vallès Oriental;2023;737,314012;104812;8930;8,52;2236,21;144;0;39,58333333333333;19866;94,9;776,9378419;20933,614330874603;44,537240229537915;201258,9;10,130821504077318;46,11984168869896
08107;Lliçà d'Amunt;Vallès Oriental;2023;978,3092424;160623;5670;3,53;1823,85;154;0;19,480519480519483;20186;94,9;1030,8843439409904;21270,81138040042;58,157688045179825;164146,5;8,131700188249281;37,018984609597766
08108;Lliçà de Vall;Vallès Oriental;2023;921,8;67254;2670;3,97;1615,42;46;0;13,043478260869565;21543;94,9;971,3382507903054;22700,737618545838;51,34660910736666;145387,80000000002;6,748725804205543;30,723092452584353
08110;Malgrat de Mar;Maresme;2023;611,4301786;191518;24610;12,85;1765,18;267;0,7490636704119851;20,224719101123593;16442;94,9;644,2889131717596;17325,605900948365;44,62451127113489;158866,2;9,662218708186353;43,986560912537314
08112;Manlleu;Osona;2023;517,2507931;211795;52970;25,01;1052,59;209;0;7,655502392344498;16479;94,9;545,0482541;17364,594309799788;37,666178270526125;94733,09999999999;5,748716548334243;26,170621702857282
08113;Manresa;Bages;2023;538,825766;785613;155080;19,74;1098,92;940;0,425531915;26,80851063829787;17645;94,9;567,7826828240253;18593,256059009484;36,64442727118165;98902,8;5,605145933692264;25,517026728770308
08114;Martorell;Baix Llobregat;2023;682,5186453;286480;50220;17,53;1760,97;361;23,545706371191137;35,45706371191136;17287;94,9;719,1977295047418;18216,016859852476;47,37793569503095;158487,3;9,168004859142707;41,73668765
08118;Masnou, el;Maresme;2023;995,0460151;241660;28540;11,81;3171,26;157;0;15,286624203821656;22480;94,9;1048,520563856691;23688,09272918862;53,11633532562278;285413,4;12,696325622775802;57,799116045517806
08119;Masquefa;Anoia;2023;679,2294624;98185;6490;6,61;1635,97;110;0;14,545454545454545;17127;94,9;715,7317833508956;18047,418335089566;47,59008319495533;147237,3;8,596794534944824;39,136293421254784
08120;Matadepera;Vallès Occidental;2023;1252,541145;98840;4260;4,31;3478,22;48;0;0;29265;94,9;1319,853682824025;30837,723919915697;51,35996494105586;313039,8;10,696729882111738;48,69609918121836
08121;Mataró;Maresme;2023;745,7911086;1295871;216540;16,71;2317,2;1.270;0;24094,488188976375;17469;94,9;785,8705043203372;18407,797681770284;51,23071328;208547,99999999997;11,938176197836166;54,34769491046754
08123;Molins de Rei;Baix Llobregat;2023;829,4140945;265527;19410;7,31;2953,7;229;0,43668122270742354;33,18777292576419;21698;94,9;873,9874546891465;22864,067439409904;45,8704449;265833;12,251497833901743;55,77406929157501
08124;Mollet del Vallès;Vallès Oriental;2023;706,5164159;517031;66180;12,8;2096,15;503;1,7892644135188867;20,87475149105368;18103;94,9;744,4851590094836;19075,869336143307;46,833104959398995;188653,5;10,421118046732586;47,44139597574756
08125;Montcada i Reixac;Vallès Occidental;2023;694,1092699;368116;50800;13,8;1935,58;347;0,2881844380403458;11,239193083573488;17556;94,9;731,4112433;18499,473129610116;47,44424264524948;174202,19999999998;9,92265892;45,17219638490679
08126;Montgat;Maresme;2023;1012,37014;124547;13750;11,04;3034,19;126;23,015873015873016;50,79365079365079;21077;94,9;1066,7757007376185;22209,694415173864;57,63838155335199;273077,1;12,956165488447121;58,982018484806744
08135;Montmeló;Vallès Oriental;2023;708,62725;88190;6870;7,79;2353,86;67;1,4925373134328357;31,343283582089555;18643;94,9;746,7094309799788;19644,889357218122;45,61243898514188;211847,40000000002;11,363374993295071;51,73095346010842
08136;Montornès del Vallès;Vallès Oriental;2023;663,7611468;167462;19660;11,74;2159,74;158;0,6329113924050633;3,797468354;17821;94,9;699,4321884088514;18778,714436248683;44,695212174400986;194376,59999999998;10,907165703383647;49,65409323518385
08138;Moià;Moianès;2023;571,4692308;66714;9300;13,94;1517,9;67;0;22,388059701492537;17819;94,9;602,1804328767123;18776,606954689145;38,48493613334082;136611;7,666591840170605;34,901612057643554
08140;Navarcles;Bages;2023;540,4396154;61144;4170;6,82;1257,11;59;0;32,20338983050847;19157;94,9;569,4832617492096;20186,512118018967;33,85329323380487;113139,9;5,905929947277757;26,886324478560024
08141;Navàs;Bages;2023;469,6101575;61589;6590;10,7;933,42;53;0;35,84905660377358;18716;94,9;494,8473735511064;19721,81243;30,109648910023513;84007,8;4,488555246847617;20,43382733693175
08147;Olesa de Montserrat;Baix Llobregat;2023;655,7245118;244692;23050;9,42;1949,1;260;0;0;18211;94,9;690,9636583772391;19189,67334035827;43,20846818735929;175419;9,632584701554006;43,851654212825395
08155;Palafolls;Maresme;2023;639,5791358;98233;6670;6,79;1792,95;116;0;8,620689655172415;17053;94,9;673,9506172813487;17969,44151738672;45,00644830586993;161365,5;9,462587228053716;43,07775285031923
08156;Palau-solità i Plegamans;Vallès Occidental;2023;823,8359873;151355;10610;7,01;2194,08;119;0;26,89075630252101;20270;94,9;868,1095757;21359,325605900947;48,77174073803651;197467,19999999998;9,741845091267884;44,34905433723007
08157;Pallejà;Baix Llobregat;2023;890,947033;117103;7600;6,49;2746,28;110;1,8181818181818181;39,09090909090909;20764;94,9;938,8272212855637;21879,873551106426;51,489907513003274;247165,2;11,903544596416875;54,19003701725119
08159;Parets del Vallès;Vallès Oriental;2023;772,8653846;188980;13890;7,35;2220,01;178;0,5617977528089888;12,359550561797752;19700;94,9;814,399773;20758,693361433085;47,07809449340102;199800,90000000002;10,14217766497462;46,171539800502046
08161;Piera;Anoia;2023;639,6188321;172049;15450;8,98;1423,6;230;0;16,52173913043478;16673;94,9;673,9924468914646;17569,020021074815;46,03506258741678;128123,99999999999;7,684519882;34,98322819026768
08163;Pineda de Mar;Maresme;2023;634,1909302;288422;44590;15,46;1983,41;444;0,45045045045045046;11,711711711711711;15624;94,9;668,2728453108535;16463,645943097996;48,708980814132104;178506,9;11,425172811059907;52,01228361392409
08167;Polinyà;Vallès Occidental;2023;748,2320779;84853;6050;7,13;2372,6;135;22,962962962962962;54,074074074074076;18506;94,9;788,4426532139094;19500,526870389884;48,51823697611585;213534;11,538636118015779;52,528817219039425
08169;Prat de Llobregat, el;Baix Llobregat;2023;787,3172872;653793;66360;10,15;2986,63;624;0;11,378205128205128;18987;94,9;829,6283321390937;20007,376185458375;49,759348219307945;268796,7;14,15688102385843;64,44819024432732
08172;Premià de Mar;Maresme;2023;844,8515152;286969;38540;13,43;2711,74;263;0;7,224334600760455;19107;94,9;890,2544944151738;20133,825079030557;53,060230189982725;244056,59999999998;12,773151201130474;58,14885900663248
08180;Ripollet;Vallès Occidental;2023;712,3774225;391750;50810;12,97;2622,73;328;0;7,926829268292683;17365;94,9;750,6611407;18298,20864067439;49,22850025914195;236045,7;13,593187446012093;61,88201547155631
08181;Roca del Vallès, la;Vallès Oriental;2023;840,8877551;108964;5470;5,02;2088,21;141;0;8,510638298;21049;94,9;886,0777187565859;22180,189673340356;47,93887149603307;187938,9;8,928637940044657;40,64698683
08183;Roda de Ter;Osona;2023;528,820625;66965;10460;15,62;1185,59;92;0;2,1739130434782608;18015;94,9;557,2398577449947;18983,140147523707;35,22535387177352;106703,09999999999;5,923014155;26,96409911403824
08184;Rubí;Vallès Occidental;2023;732,1884881;800586;109280;13,65;2078,42;830;0,7228915662650602;19,27710843373494;17572;94,9;771,5368683877765;18516,332982086406;50,00149019576598;187057,80000000002;10,645219667653086;48,461602607053266
08187;Sabadell;Vallès Occidental;2023;748,6460549;2179985;299530;13,74;2132,75;2.509;1673,9736946990836;22319,649262654446;19107;94,9;788,8788776606954;20133,825079030557;47,018122461924946;191947,5;10,04592557701366;45,733359041204324
08191;Sallent;Bages;2023;436,0280723;68290;5470;8,01;902,13;101;0;42,57425742574257;18605;94,9;459,46056090621704;19604,847207586932;28,123283351787155;81191,7;4,363972050524053;19,866671229285156
08192;Santpedor;Bages;2023;592,8359;76724;3560;4,64;1546,04;82;0;32,926829268292686;19733;94,9;624,6953635;20793,466807165434;36,051440733796184;139143,6;7,051315055997568;32,10060842043884
